,0
2910,24
2911,24
2912,24
2913,25
2914,26
2915,26
2916,26
2917,27
2918,27
2919,24
2920,23
2921,13
2922,8
2923,7
2924,6
2925,3
2926,2
2927,178
2928,177
2929,1
2930,0
2931,179
2932,179
2933,179
2934,177
2935,176
2936,179
2937,177
2938,175
2939,176
2940,177
2941,2
2942,45
2943,45
2944,45
2945,45
2946,30
2947,30
2948,30
2949,30
2950,30
2951,30
2952,29
2953,29
2954,29
2955,29
2956,30
2957,30
2958,30
2959,27
2960,26
2961,22
2962,19
2963,14
2964,11
2965,8
2966,2
2967,2
2968,5
2969,5
2970,8
2971,16
2972,19
2973,24
2974,25
2975,26
2976,26
2977,27
2978,27
2979,27
2980,27
2981,27
2982,28
2983,28
2984,29
2985,30
2986,29
2987,30
2988,30
2989,30
2990,30
2991,30
2992,30
2993,30
2994,30
2995,30
