,0
7962,21
7963,20
7964,21
7965,21
7966,22
7967,23
7968,25
7969,26
7970,24
7971,23
7972,23
7973,24
7974,25
7975,25
7976,26
7977,26
7978,27
7979,27
7980,26
7981,27
7982,26
7983,26
7984,26
7985,27
7986,28
7987,30
7988,29
7989,29
7990,28
7991,27
7992,27
7993,27
7994,27
7995,28
7996,28
7997,28
7998,28
7999,28
8000,27
8001,27
8002,26
8003,26
8004,26
8005,26
8006,26
8007,25
8008,26
8009,27
8010,28
8011,28
8012,28
8013,28
8014,27
8015,26
8016,25
8017,25
8018,24
8019,24
8020,25
8021,26
8022,26
8023,26
8024,26
8025,26
8026,27
8027,27
8028,27
8029,27
8030,28
8031,28
8032,28
8033,29
8034,27
8035,23
8036,8
8037,177
8038,177
8039,0
8040,1
8041,1
8042,179
8043,1
8044,0
8045,0
8046,1
8047,179
8048,179
8049,178
8050,178
8051,178
8052,178
8053,178
8054,177
8055,177
8056,178
8057,178
8058,177
8059,177
8060,177
8061,29
8062,29
8063,29
8064,29
8065,29
8066,29
8067,29
8068,29
8069,29
8070,29
8071,29
8072,29
8073,29
8074,29
8075,29
8076,29
8077,29
8078,29
8079,28
8080,28
8081,28
8082,28
8083,29
8084,29
8085,29
8086,28
8087,27
8088,28
8089,28
8090,27
8091,27
8092,27
8093,27
8094,27
8095,28
8096,28
8097,28
8098,28
8099,28
8100,28
8101,28
8102,28
8103,26
8104,26
8105,26
8106,27
8107,27
8108,27
8109,27
8110,27
8111,27
8112,27
8113,27
8114,25
8115,24
8116,23
8117,22
8118,20
8119,19
8120,21
8121,21
8122,22
8123,24
8124,26
8125,27
8126,26
8127,24
8128,25
8129,25
8130,26
8131,26
8132,26
8133,27
8134,27
8135,26
8136,26
8137,26
8138,26
8139,26
8140,27
8141,28
8142,29
8143,30
8144,28
8145,27
8146,26
8147,26
8148,26
8149,27
8150,27
8151,28
8152,28
8153,27
8154,27
8155,27
8156,27
8157,26
8158,26
8159,26
8160,26
8161,25
8162,25
8163,26
8164,27
8165,28
8166,28
8167,28
8168,28
8169,27
8170,26
8171,25
8172,25
8173,25
8174,24
8175,26
8176,26
8177,27
8178,27
8179,27
8180,27
8181,27
8182,28
8183,27
8184,28
8185,28
8186,28
8187,28
8188,29
8189,27
8190,24
8191,8
8192,178
8193,178
8194,0
8195,1
8196,3
8197,2
8198,2
8199,1
8200,1
8201,1
8202,0
8203,179
8204,178
8205,178
8206,178
8207,178
8208,178
8209,178
8210,177
8211,178
8212,0
8213,0
8214,0
8215,0
8216,29
8217,29
8218,29
8219,29
8220,29
8221,29
8222,29
8223,29
8224,29
8225,29
8226,29
8227,29
8228,29
8229,29
8230,29
8231,29
8232,29
8233,29
8234,29
8235,28
8236,28
8237,28
8238,29
8239,29
8240,29
8241,28
8242,27
8243,28
8244,28
8245,27
8246,27
8247,27
8248,27
8249,27
8250,28
8251,28
8252,28
8253,28
8254,28
8255,28
8256,28
8257,27
8258,26
8259,27
8260,27
8261,27
8262,27
8263,27
8264,27
8265,27
8266,27
8267,27
8268,27
8269,27
8270,26
8271,24
8272,23
8273,22
8274,21
8275,22
8276,22
8277,23
8278,25
8279,27
8280,28
8281,28
8282,26
8283,26
8284,27
8285,27
8286,27
8287,27
8288,27
8289,27
8290,27
8291,26
8292,26
8293,26
8294,26
8295,26
8296,27
8297,28
8298,29
8299,27
8300,26
8301,25
8302,25
8303,25
8304,26
8305,26
8306,26
8307,27
8308,26
8309,26
8310,26
8311,26
8312,25
8313,25
8314,25
8315,26
8316,25
8317,25
8318,25
8319,26
8320,27
8321,28
8322,28
8323,28
8324,27
8325,26
8326,25
8327,25
8328,25
8329,25
8330,27
8331,27
8332,27
8333,27
8334,27
8335,27
8336,28
8337,28
8338,28
8339,28
8340,28
8341,28
8342,28
8343,28
8344,27
8345,25
8346,10
8347,179
8348,179
8349,0
8350,1
8351,3
8352,2
8353,4
8354,2
8355,1
8356,2
8357,1
8358,179
8359,178
8360,178
8361,178
8362,178
8363,178
8364,178
8365,177
8366,178
8367,178
8368,2
8369,2
8370,2
8371,29
8372,29
8373,29
8374,28
8375,28
8376,29
8377,29
8378,29
8379,29
8380,29
8381,29
8382,29
8383,29
8384,29
8385,30
8386,29
8387,29
8388,29
8389,29
8390,28
8391,28
8392,29
8393,29
8394,29
8395,29
8396,29
8397,27
8398,27
8399,28
8400,27
8401,27
8402,27
8403,27
8404,27
8405,27
8406,28
8407,28
8408,28
8409,28
8410,28
8411,28
8412,27
8413,27
8414,27
8415,27
8416,27
8417,27
8418,27
8419,27
8420,28
8421,28
8422,28
8423,28
8424,28
8425,28
8426,26
8427,25
8428,23
8429,23
8430,23
8431,24
8432,24
8433,26
8434,28
8435,28
8436,29
8437,28
8438,28
8439,28
8440,27
8441,27
8442,27
8443,27
8444,27
8445,27
8446,26
8447,26
8448,26
8449,26
8450,26
8451,27
8452,27
8453,27
8454,26
8455,25
8456,24
8457,24
8458,24
8459,25
8460,25
8461,26
8462,26
8463,26
8464,25
8465,25
8466,25
8467,25
8468,25
8469,25
8470,25
8471,25
8472,25
8473,25
8474,25
8475,26
8476,27
8477,27
8478,27
8479,27
8480,26
8481,25
8482,25
8483,25
8484,25
8485,27
8486,27
8487,27
8488,27
8489,27
8490,28
8491,28
8492,28
8493,28
8494,28
8495,28
8496,28
8497,28
8498,28
8499,27
8500,26
8501,10
8502,179
8503,179
8504,0
8505,1
8506,4
8507,2
8508,4
8509,2
8510,2
8511,1
8512,0
8513,178
8514,178
8515,178
8516,178
8517,178
8518,178
8519,178
8520,177
8521,178
8522,178
8523,2
8524,2
8525,2
8526,28
8527,28
8528,28
8529,27
8530,27
8531,29
8532,29
8533,29
8534,29
8535,29
8536,29
8537,29
8538,29
8539,29
8540,30
8541,29
8542,29
8543,29
8544,29
8545,28
8546,28
8547,29
8548,29
8549,30
8550,29
8551,29
8552,27
8553,27
8554,27
8555,28
8556,27
8557,27
8558,27
8559,27
8560,27
8561,27
8562,27
8563,27
8564,27
8565,27
8566,27
8567,27
8568,27
8569,27
8570,27
8571,27
8572,27
8573,27
8574,27
8575,28
8576,28
8577,28
8578,28
8579,28
8580,28
8581,27
8582,26
8583,25
8584,23
8585,24
8586,25
8587,26
8588,27
8589,28
8590,28
8591,30
8592,29
8593,29
8594,29
8595,28
8596,27
8597,27
8598,27
8599,27
8600,27
8601,26
8602,26
8603,27
8604,27
8605,27
8606,27
8607,27
8608,27
8609,26
8610,24
8611,23
8612,23
8613,24
8614,25
8615,25
8616,25
8617,25
8618,25
8619,25
8620,25
8621,25
8622,25
8623,25
8624,25
8625,25
8626,25
8627,25
8628,25
8629,24
8630,25
8631,27
8632,27
8633,27
8634,27
8635,26
8636,25
8637,25
8638,25
8639,26
8640,27
8641,27
8642,27
8643,28
8644,28
8645,28
8646,28
8647,28
8648,28
8649,28
8650,28
8651,28
8652,28
8653,28
8654,28
8655,27
8656,11
8657,0
8658,0
8659,2
8660,2
8661,5
8662,2
8663,2
8664,2
8665,2
8666,2
8667,1
8668,178
8669,178
8670,178
8671,178
8672,178
8673,178
8674,178
8675,177
8676,178
8677,178
8678,2
8679,2
8680,3
8681,27
8682,27
8683,27
8684,28
8685,28
8686,29
8687,29
8688,29
8689,29
8690,29
8691,29
8692,29
8693,29
8694,29
8695,30
8696,29
8697,29
8698,29
8699,28
8700,28
8701,28
8702,28
8703,29
8704,29
8705,29
8706,29
8707,27
8708,27
8709,27
8710,27
8711,27
8712,27
8713,27
8714,27
8715,27
8716,27
8717,27
8718,27
8719,27
8720,26
8721,26
8722,26
8723,27
8724,27
8725,27
8726,27
8727,27
8728,27
8729,28
8730,28
8731,28
8732,28
8733,28
8734,28
8735,28
8736,28
8737,28
8738,26
8739,26
8740,25
8741,25
8742,26
8743,27
8744,27
8745,27
8746,28
8747,29
8748,29
8749,29
8750,29
8751,29
8752,29
8753,29
8754,29
8755,27
8756,27
8757,27
8758,27
8759,27
8760,27
8761,27
8762,28
8763,27
8764,26
8765,24
8766,23
8767,22
8768,23
8769,24
8770,25
8771,25
8772,26
8773,25
8774,25
8775,25
8776,25
8777,25
8778,25
8779,25
8780,25
8781,25
8782,26
8783,26
8784,26
8785,26
8786,27
8787,27
8788,26
8789,26
8790,26
8791,25
8792,25
8793,25
8794,26
8795,27
8796,27
8797,28
8798,28
8799,28
8800,28
8801,28
8802,28
8803,28
8804,27
8805,27
8806,27
8807,28
8808,28
8809,28
8810,27
8811,12
8812,179
8813,179
8814,0
8815,179
8816,2
8817,0
8818,0
8819,2
8820,1
8821,0
8822,179
8823,178
8824,177
8825,178
8826,178
8827,178
8828,178
8829,178
8830,177
8831,179
8832,178
8833,1
8834,1
8835,1
8836,27
8837,27
8838,27
8839,27
8840,28
8841,29
8842,29
8843,30
8844,30
8845,29
8846,29
8847,29
8848,29
8849,29
8850,30
8851,29
8852,29
8853,29
8854,29
8855,29
8856,29
8857,29
8858,29
8859,28
8860,29
8861,28
8862,27
8863,27
8864,26
8865,27
8866,27
8867,28
8868,27
8869,27
8870,27
8871,27
8872,26
8873,26
8874,26
8875,26
8876,26
8877,26
8878,26
8879,26
8880,26
8881,26
8882,27
8883,28
8884,28
8885,28
8886,28
8887,28
8888,28
8889,28
8890,28
8891,28
8892,28
8893,27
8894,27
8895,27
8896,27
8897,27
8898,26
8899,26
8900,26
8901,27
8902,28
8903,29
8904,29
8905,29
8906,29
8907,29
8908,29
8909,28
8910,29
8911,27
8912,27
8913,27
8914,27
8915,27
8916,27
8917,27
8918,28
8919,27
8920,25
8921,24
8922,23
8923,23
8924,24
8925,25
8926,25
8927,25
8928,25
8929,25
8930,25
8931,25
8932,25
8933,25
8934,25
8935,26
8936,26
8937,26
8938,26
8939,26
8940,26
8941,27
8942,27
8943,26
8944,26
8945,25
8946,26
8947,26
8948,26
8949,27
8950,28
8951,27
8952,28
8953,28
8954,28
8955,28
8956,28
8957,28
8958,28
8959,27
8960,27
8961,27
8962,28
8963,28
8964,28
8965,27
8966,14
8967,6
8968,179
8969,178
8970,177
8971,178
8972,179
8973,0
8974,2
8975,1
8976,179
8977,178
8978,178
8979,178
8980,178
8981,178
8982,178
8983,178
8984,178
8985,177
8986,178
8987,178
8988,177
8989,177
8990,177
8991,27
8992,27
8993,27
8994,27
8995,28
8996,29
8997,29
8998,30
8999,30
9000,30
9001,29
9002,29
9003,29
9004,29
9005,29
9006,29
9007,28
9008,29
9009,29
9010,29
9011,29
9012,29
9013,29
9014,29
9015,28
9016,27
9017,27
9018,26
9019,26
9020,27
9021,27
9022,27
9023,27
9024,27
9025,27
9026,27
9027,26
9028,26
9029,26
9030,26
9031,26
9032,26
9033,26
9034,26
9035,26
9036,26
9037,26
9038,27
9039,28
9040,28
9041,28
9042,28
9043,28
9044,28
9045,28
9046,28
9047,28
9048,27
9049,27
9050,27
9051,27
9052,27
9053,26
9054,26
9055,25
9056,26
9057,27
9058,29
9059,29
9060,29
9061,29
9062,28
9063,28
9064,28
9065,28
9066,28
9067,28
9068,28
9069,28
9070,28
9071,28
9072,28
9073,28
9074,28
9075,26
9076,25
9077,24
9078,23
9079,25
9080,26
9081,25
9082,26
9083,25
9084,25
9085,25
9086,25
9087,25
9088,25
9089,26
9090,26
9091,26
9092,26
9093,26
9094,26
9095,26
9096,26
9097,26
9098,25
9099,24
9100,24
9101,24
9102,26
9103,27
9104,28
9105,28
9106,27
9107,27
9108,27
9109,27
9110,27
9111,27
9112,27
9113,27
9114,27
9115,27
9116,27
9117,27
9118,28
9119,28
9120,27
9121,16
9122,8
9123,179
9124,177
9125,176
9126,175
9127,179
9128,0
9129,1
9130,0
9131,177
9132,177
9133,177
9134,177
9135,177
9136,177
9137,177
9138,179
9139,177
9140,176
9141,175
9142,174
9143,174
9144,174
9145,174
9146,27
9147,27
9148,27
9149,27
9150,29
9151,29
9152,29
9153,30
9154,30
9155,29
9156,29
9157,29
9158,29
9159,29
9160,29
9161,29
9162,28
9163,29
9164,29
9165,29
9166,29
9167,29
9168,29
9169,29
9170,28
9171,27
9172,26
9173,26
9174,26
9175,27
9176,27
9177,27
9178,27
9179,27
9180,27
9181,26
9182,26
9183,26
9184,26
9185,26
9186,26
9187,26
9188,26
9189,25
9190,25
9191,26
9192,26
9193,27
9194,28
9195,28
9196,29
9197,29
9198,29
9199,29
9200,29
9201,28
9202,28
9203,28
9204,27
9205,27
9206,27
9207,27
9208,26
9209,26
9210,25
9211,27
9212,27
9213,29
9214,28
9215,29
9216,29
9217,29
9218,28
9219,28
9220,29
9221,28
9222,28
9223,28
9224,28
9225,27
9226,28
9227,28
9228,28
9229,28
9230,27
9231,26
9232,25
9233,24
9234,25
9235,26
9236,25
9237,26
9238,25
9239,26
9240,26
9241,26
9242,26
9243,26
9244,26
9245,26
9246,26
9247,26
9248,26
9249,26
9250,26
9251,26
9252,25
9253,26
9254,25
9255,24
9256,24
9257,26
9258,27
9259,27
9260,27
9261,27
9262,27
9263,27
9264,27
9265,27
9266,27
9267,27
9268,27
9269,27
9270,27
9271,27
9272,27
9273,28
9274,28
9275,28
9276,18
9277,9
9278,178
9279,176
9280,176
9281,175
9282,179
9283,179
9284,179
9285,178
9286,176
9287,175
9288,176
9289,176
9290,176
9291,176
9292,176
9293,178
9294,176
9295,175
9296,175
9297,174
9298,174
9299,174
9300,174
9301,27
9302,27
9303,26
9304,27
9305,28
9306,29
9307,30
9308,30
9309,30
9310,29
9311,29
9312,29
9313,29
9314,29
9315,29
9316,28
9317,28
9318,28
9319,28
9320,28
9321,29
9322,29
9323,29
9324,29
9325,29
9326,27
9327,27
9328,26
9329,27
9330,27
9331,28
9332,28
9333,28
9334,28
9335,28
9336,27
9337,26
9338,26
9339,26
9340,26
9341,26
9342,26
9343,26
9344,25
9345,26
9346,27
9347,27
9348,27
9349,28
9350,28
9351,29
9352,29
9353,29
9354,29
9355,29
9356,29
9357,28
9358,28
9359,27
9360,27
9361,27
9362,27
9363,26
9364,26
9365,25
9366,26
9367,27
9368,28
9369,29
9370,28
9371,28
9372,28
9373,28
9374,28
9375,28
9376,29
9377,29
9378,28
9379,28
9380,27
9381,28
9382,27
9383,28
9384,28
9385,27
9386,27
9387,26
9388,26
9389,26
9390,27
9391,25
9392,26
9393,26
9394,26
9395,26
9396,26
9397,26
9398,26
9399,26
9400,26
9401,26
9402,26
9403,26
9404,26
9405,26
9406,26
9407,25
9408,25
9409,24
9410,24
9411,25
9412,25
9413,27
9414,27
9415,27
9416,27
9417,27
9418,27
9419,27
9420,27
9421,27
9422,27
9423,27
9424,27
9425,27
9426,27
9427,28
9428,28
9429,28
9430,28
9431,20
9432,10
9433,177
9434,175
9435,175
9436,174
9437,178
9438,177
9439,177
9440,177
9441,175
9442,175
9443,175
9444,175
9445,175
9446,175
9447,175
9448,176
9449,176
9450,175
9451,175
9452,174
9453,174
9454,174
9455,174
9456,27
9457,27
9458,26
9459,27
9460,28
9461,30
9462,30
9463,29
9464,29
9465,29
9466,29
9467,29
9468,29
9469,28
9470,28
9471,28
9472,28
9473,28
9474,28
9475,28
9476,29
9477,29
9478,29
9479,29
9480,29
9481,27
9482,27
9483,27
9484,27
9485,27
9486,27
9487,28
9488,28
9489,28
9490,28
9491,27
9492,27
9493,26
9494,26
9495,26
9496,27
9497,27
9498,26
9499,26
9500,26
9501,27
9502,27
9503,28
9504,29
9505,28
9506,29
9507,29
9508,29
9509,29
9510,29
9511,28
9512,27
9513,27
9514,27
9515,27
9516,27
9517,26
9518,26
9519,25
9520,25
9521,25
9522,28
9523,28
9524,28
9525,28
9526,28
9527,28
9528,28
9529,27
9530,28
9531,28
9532,29
9533,28
9534,28
9535,27
9536,27
9537,27
9538,28
9539,28
9540,28
9541,28
9542,27
9543,27
9544,27
9545,27
9546,25
9547,26
9548,26
9549,26
9550,26
9551,26
9552,26
9553,26
9554,26
9555,26
9556,27
9557,27
9558,27
9559,27
9560,27
9561,27
9562,25
9563,25
9564,24
9565,25
9566,25
9567,25
9568,26
9569,26
9570,26
9571,26
9572,27
9573,27
9574,27
9575,27
9576,27
9577,27
9578,27
9579,27
9580,27
9581,27
9582,28
9583,29
9584,29
9585,28
9586,20
9587,10
9588,175
9589,174
9590,174
9591,174
9592,176
9593,176
9594,176
9595,176
9596,175
9597,174
9598,174
9599,175
9600,175
9601,175
9602,175
9603,175
9604,174
9605,175
9606,175
9607,174
9608,174
9609,174
9610,174
9611,27
9612,27
9613,26
9614,27
9615,28
9616,29
9617,29
9618,29
9619,29
9620,29
9621,28
9622,29
9623,29
9624,28
9625,28
9626,28
9627,28
9628,28
9629,29
9630,29
9631,29
9632,29
9633,29
9634,29
9635,29
9636,28
9637,27
9638,27
9639,27
9640,27
9641,27
9642,27
9643,28
9644,28
9645,28
9646,27
9647,27
9648,26
9649,26
9650,26
9651,26
9652,26
9653,25
9654,25
9655,26
9656,27
9657,28
9658,28
9659,29
9660,29
9661,29
9662,29
9663,29
9664,29
9665,29
9666,27
9667,27
9668,27
9669,27
9670,27
9671,27
9672,27
9673,26
9674,26
9675,26
9676,26
9677,27
9678,28
9679,28
9680,28
9681,28
9682,28
9683,28
9684,27
9685,28
9686,28
9687,28
9688,28
9689,28
9690,27
9691,26
9692,27
9693,28
9694,28
9695,29
9696,28
9697,28
9698,27
9699,27
9700,28
9701,25
9702,26
9703,26
9704,26
9705,26
9706,26
9707,26
9708,26
9709,26
9710,26
9711,26
9712,27
9713,27
9714,27
9715,27
9716,27
9717,25
9718,25
9719,25
9720,25
9721,25
9722,25
9723,26
9724,26
9725,26
9726,26
9727,27
9728,27
9729,27
9730,27
9731,27
9732,27
9733,27
9734,27
9735,27
9736,27
9737,28
9738,28
9739,28
9740,28
9741,21
9742,12
9743,178
9744,175
9745,174
9746,173
9747,175
9748,175
9749,175
9750,175
9751,175
9752,175
9753,174
9754,174
9755,174
9756,174
9757,174
9758,173
9759,174
9760,174
9761,175
9762,176
9763,177
9764,177
9765,177
9766,27
9767,26
9768,25
9769,26
9770,28
9771,29
9772,29
9773,29
9774,29
9775,29
9776,28
9777,28
9778,28
9779,28
9780,28
9781,28
9782,28
9783,28
9784,29
9785,29
9786,29
9787,29
9788,29
9789,29
9790,29
9791,28
9792,27
9793,27
9794,27
9795,27
9796,27
9797,27
9798,28
9799,28
9800,28
9801,28
9802,26
9803,26
9804,26
9805,26
9806,26
9807,25
9808,25
9809,27
9810,27
9811,27
9812,28
9813,28
9814,28
9815,29
9816,30
9817,30
9818,30
9819,29
9820,29
9821,27
9822,27
9823,27
9824,27
9825,27
9826,27
9827,27
9828,26
9829,26
9830,26
9831,26
9832,27
9833,27
9834,28
9835,28
9836,28
9837,28
9838,28
9839,27
9840,28
9841,29
9842,28
9843,28
9844,28
9845,27
9846,26
9847,27
9848,28
9849,29
9850,30
9851,29
9852,29
9853,28
9854,28
9855,28
9856,26
9857,26
9858,27
9859,27
9860,27
9861,27
9862,27
9863,27
9864,26
9865,26
9866,26
9867,27
9868,26
9869,26
9870,26
9871,26
9872,25
9873,25
9874,25
9875,25
9876,25
9877,25
9878,26
9879,26
9880,26
9881,26
9882,26
9883,26
9884,26
9885,27
9886,27
9887,27
9888,27
9889,27
9890,27
9891,27
9892,27
9893,27
9894,27
9895,27
9896,21
9897,13
9898,0
9899,178
9900,174
9901,174
9902,175
9903,176
9904,174
9905,174
9906,176
9907,175
9908,175
9909,175
9910,175
9911,175
9912,174
9913,173
9914,173
9915,174
9916,175
9917,176
9918,177
9919,177
9920,177
9921,26
9922,24
9923,24
9924,25
9925,27
9926,29
9927,29
9928,29
9929,29
9930,29
9931,28
9932,28
9933,28
9934,28
9935,27
9936,28
9937,28
9938,28
9939,29
9940,29
9941,29
9942,29
9943,29
9944,29
9945,29
9946,28
9947,27
9948,27
9949,27
9950,27
9951,27
9952,27
9953,27
9954,28
9955,27
9956,27
9957,26
9958,26
9959,25
9960,25
9961,25
9962,25
9963,25
9964,27
9965,27
9966,27
9967,28
9968,28
9969,28
9970,28
9971,30
9972,30
9973,29
9974,28
9975,28
9976,27
9977,27
9978,27
9979,27
9980,27
9981,27
9982,27
9983,27
9984,27
9985,27
9986,27
9987,27
9988,28
9989,27
9990,27
9991,28
9992,27
9993,27
9994,27
9995,27
9996,28
9997,29
9998,28
9999,28
10000,27
10001,26
10002,27
10003,28
10004,29
10005,30
10006,29
10007,29
10008,29
10009,28
10010,28
10011,26
10012,26
10013,27
10014,27
10015,27
10016,27
10017,27
10018,27
10019,26
10020,26
10021,26
10022,26
10023,26
10024,26
10025,26
10026,26
10027,25
10028,24
10029,24
10030,24
10031,24
10032,25
10033,26
10034,26
10035,26
10036,26
10037,26
10038,25
10039,25
10040,26
10041,26
10042,26
10043,26
10044,26
10045,26
10046,27
10047,27
10048,27
10049,27
10050,26
10051,21
10052,15
10053,3
10054,177
10055,175
10056,174
10057,175
10058,176
10059,174
10060,174
10061,175
10062,176
10063,174
10064,174
10065,174
10066,174
10067,174
10068,173
10069,173
10070,173
10071,174
10072,175
10073,177
10074,177
10075,177
10076,25
10077,23
10078,23
10079,24
10080,27
10081,29
10082,29
10083,29
10084,29
10085,29
10086,27
10087,28
10088,27
10089,27
10090,27
10091,28
10092,28
10093,29
10094,29
10095,29
10096,29
10097,29
10098,29
10099,29
10100,29
10101,28
10102,28
10103,27
10104,27
10105,27
10106,27
10107,27
10108,27
10109,27
10110,27
10111,27
10112,26
10113,26
10114,25
10115,25
10116,24
10117,25
10118,25
10119,27
10120,27
10121,27
10122,28
10123,28
10124,28
10125,28
10126,30
10127,29
10128,29
10129,27
10130,27
10131,27
10132,27
10133,26
10134,27
10135,27
10136,27
10137,27
10138,27
10139,27
10140,27
10141,27
10142,28
10143,28
10144,27
10145,27
10146,27
10147,27
10148,27
10149,27
10150,27
10151,28
10152,29
10153,28
10154,27
10155,27
10156,27
10157,27
10158,28
10159,30
10160,30
10161,29
10162,29
10163,29
10164,28
10165,28
10166,26
10167,26
10168,27
10169,27
10170,27
10171,27
10172,27
10173,27
10174,26
10175,26
10176,26
10177,26
10178,26
10179,26
10180,26
10181,25
10182,24
10183,24
10184,23
10185,23
10186,24
10187,25
10188,24
10189,24
10190,24
10191,25
10192,25
10193,25
10194,25
10195,25
10196,26
10197,26
10198,26
10199,26
10200,26
10201,26
10202,26
10203,27
10204,27
10205,26
10206,23
10207,18
10208,7
10209,2
10210,174
10211,175
10212,176
10213,176
10214,175
10215,175
10216,175
10217,175
10218,175
10219,175
10220,174
10221,174
10222,174
10223,174
10224,175
10225,175
10226,175
10227,176
10228,176
10229,176
10230,176
10231,24
10232,23
10233,23
10234,24
10235,28
10236,28
10237,28
10238,28
10239,28
10240,28
10241,27
10242,26
10243,26
10244,27
10245,28
10246,29
10247,29
10248,29
10249,29
10250,29
10251,29
10252,29
10253,29
10254,29
10255,29
10256,28
10257,28
10258,28
10259,28
10260,28
10261,28
10262,28
10263,28
10264,26
10265,27
10266,26
10267,26
10268,25
10269,25
10270,25
10271,24
10272,24
10273,25
10274,27
10275,27
10276,28
10277,28
10278,28
10279,28
10280,30
10281,30
10282,30
10283,29
10284,27
10285,27
10286,27
10287,27
10288,26
10289,26
10290,27
10291,28
10292,28
10293,28
10294,28
10295,28
10296,28
10297,28
10298,28
10299,27
10300,27
10301,27
10302,27
10303,27
10304,27
10305,27
10306,28
10307,29
10308,29
10309,28
10310,28
10311,26
10312,26
10313,27
10314,29
10315,29
10316,28
10317,28
10318,28
10319,27
10320,28
10321,26
10322,26
10323,27
10324,28
10325,27
10326,27
10327,27
10328,27
10329,26
10330,26
10331,26
10332,26
10333,26
10334,26
10335,26
10336,25
10337,23
10338,23
10339,23
10340,23
10341,23
10342,24
10343,24
10344,24
10345,24
10346,24
10347,24
10348,25
10349,25
10350,25
10351,25
10352,25
10353,25
10354,26
10355,26
10356,25
10357,26
10358,26
10359,27
10360,26
10361,23
10362,20
10363,10
10364,2
10365,176
10366,176
10367,177
10368,176
10369,175
10370,175
10371,175
10372,175
10373,175
10374,175
10375,175
10376,175
10377,174
10378,174
10379,174
10380,174
10381,174
10382,175
10383,177
10384,177
10385,177
10386,24
10387,24
10388,24
10389,26
10390,29
10391,29
10392,29
10393,29
10394,29
10395,27
10396,26
10397,26
10398,27
10399,27
10400,28
10401,29
10402,29
10403,29
10404,30
10405,30
10406,30
10407,29
10408,29
10409,29
10410,28
10411,28
10412,28
10413,28
10414,27
10415,27
10416,27
10417,27
10418,27
10419,26
10420,26
10421,26
10422,26
10423,26
10424,25
10425,25
10426,24
10427,25
10428,26
10429,27
10430,27
10431,27
10432,27
10433,27
10434,28
10435,29
10436,28
10437,28
10438,28
10439,26
10440,26
10441,26
10442,26
10443,27
10444,27
10445,28
10446,28
10447,28
10448,28
10449,28
10450,28
10451,28
10452,28
10453,28
10454,27
10455,27
10456,27
10457,27
10458,27
10459,28
10460,28
10461,29
10462,29
10463,29
10464,29
10465,28
10466,28
10467,28
10468,29
10469,28
10470,27
10471,27
10472,28
10473,27
10474,27
10475,27
10476,26
10477,26
10478,27
10479,27
10480,26
10481,27
10482,27
10483,27
10484,26
10485,26
10486,26
10487,25
10488,25
10489,25
10490,25
10491,24
10492,23
10493,22
10494,23
10495,23
10496,23
10497,23
10498,24
10499,24
10500,24
10501,24
10502,24
10503,24
10504,24
10505,25
10506,25
10507,25
10508,25
10509,25
10510,25
10511,25
10512,25
10513,26
10514,26
10515,25
10516,23
10517,20
10518,12
10519,179
10520,176
10521,176
10522,176
10523,176
10524,175
10525,174
10526,175
10527,176
10528,175
10529,175
10530,175
10531,175
10532,174
10533,174
10534,174
10535,174
10536,174
10537,174
10538,176
10539,176
10540,176
10541,24
10542,25
10543,26
10544,29
10545,31
10546,31
10547,31
10548,31
10549,29
10550,28
10551,27
10552,27
10553,27
10554,28
10555,30
10556,30
10557,30
10558,30
10559,30
10560,30
10561,30
10562,30
10563,29
10564,29
10565,28
10566,28
10567,28
10568,28
10569,28
10570,28
10571,28
10572,28
10573,27
10574,27
10575,26
10576,26
10577,26
10578,26
10579,26
10580,25
10581,25
10582,25
10583,26
10584,27
10585,27
10586,28
10587,28
10588,28
10589,28
10590,28
10591,27
10592,27
10593,27
10594,26
10595,26
10596,26
10597,26
10598,27
10599,27
10600,28
10601,28
10602,28
10603,28
10604,28
10605,28
10606,28
10607,28
10608,27
10609,27
10610,26
10611,27
10612,27
10613,27
10614,27
10615,28
10616,28
10617,29
10618,29
10619,29
10620,29
10621,28
10622,28
10623,28
10624,27
10625,27
10626,27
10627,28
10628,27
10629,27
10630,27
10631,25
10632,26
10633,26
10634,26
10635,27
10636,27
10637,27
10638,27
10639,26
10640,26
10641,26
10642,25
10643,24
10644,24
10645,24
10646,24
10647,23
10648,23
10649,23
10650,23
10651,24
10652,23
10653,23
10654,24
10655,25
10656,25
10657,25
10658,24
10659,25
10660,25
10661,25
10662,25
10663,25
10664,25
10665,25
10666,25
10667,26
10668,26
10669,26
10670,25
10671,22
10672,21
10673,14
10674,178
10675,177
10676,176
10677,176
10678,177
10679,176
10680,176
10681,177
10682,176
10683,175
10684,175
10685,175
10686,175
10687,174
10688,174
10689,174
10690,174
10691,174
10692,174
10693,175
10694,175
10695,176
10696,27
10697,28
10698,28
10699,31
10700,33
10701,33
10702,32
10703,32
10704,29
10705,28
10706,28
10707,27
10708,28
10709,30
10710,30
10711,30
10712,30
10713,30
10714,30
10715,30
10716,30
10717,30
10718,29
10719,29
10720,29
10721,29
10722,28
10723,28
10724,28
10725,28
10726,28
10727,28
10728,27
10729,27
10730,27
10731,27
10732,27
10733,27
10734,27
10735,26
10736,26
10737,26
10738,27
10739,27
10740,28
10741,28
10742,28
10743,28
10744,27
10745,27
10746,27
10747,27
10748,27
10749,27
10750,27
10751,27
10752,27
10753,27
10754,27
10755,28
10756,29
10757,29
10758,29
10759,29
10760,29
